path,duration,emotion,dataset
D:/Data/RAVDESS/Actor_19\03-01-04-02-02-02-19.wav,3.737,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-05-01-01-01-19.wav,3.77,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-05-01-01-02-19.wav,3.704,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-05-01-02-01-19.wav,3.303,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-05-01-02-02-19.wav,3.57,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-05-02-01-01-19.wav,3.971,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-05-02-01-02-19.wav,4.805,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-05-02-02-01-19.wav,4.338,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-05-02-02-02-19.wav,4.104,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-06-01-01-01-19.wav,3.704,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-06-01-01-02-19.wav,3.503,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-06-01-02-01-19.wav,3.77,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-06-01-02-02-19.wav,3.537,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-06-02-01-01-19.wav,3.837,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-06-02-01-02-19.wav,4.371,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-06-02-02-01-19.wav,3.57,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-06-02-02-02-19.wav,4.037,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-07-01-01-01-19.wav,4.304,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-07-01-01-02-19.wav,4.838,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-07-01-02-01-19.wav,4.171,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-07-01-02-02-19.wav,3.937,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-07-02-01-01-19.wav,4.805,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-07-02-01-02-19.wav,5.272,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-07-02-02-01-19.wav,4.905,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-07-02-02-02-19.wav,4.938,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-08-01-01-01-19.wav,3.737,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-08-01-01-02-19.wav,3.537,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-08-01-02-01-19.wav,4.104,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-08-01-02-02-19.wav,3.07,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-08-02-01-01-19.wav,4.104,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-08-02-01-02-19.wav,4.638,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-08-02-02-01-19.wav,3.237,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-08-02-02-02-19.wav,3.27,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-01-01-01-01-20.wav,3.47,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-01-01-01-02-20.wav,3.57,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-01-01-02-01-20.wav,3.437,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-01-01-02-02-20.wav,3.537,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-02-01-01-01-20.wav,3.637,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-02-01-01-02-20.wav,3.57,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-02-01-02-01-20.wav,3.337,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-02-01-02-02-20.wav,3.503,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-02-02-01-01-20.wav,3.871,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-02-02-01-02-20.wav,4.071,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-02-02-02-01-20.wav,3.637,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-02-02-02-02-20.wav,3.637,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-03-01-01-01-20.wav,3.537,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-03-01-01-02-20.wav,3.704,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-03-01-02-01-20.wav,3.47,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-03-01-02-02-20.wav,3.403,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-03-02-01-01-20.wav,3.67,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-03-02-01-02-20.wav,4.304,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-03-02-02-01-20.wav,3.57,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-03-02-02-02-20.wav,3.704,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-04-01-01-01-20.wav,3.604,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-04-01-01-02-20.wav,3.503,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-04-01-02-01-20.wav,3.47,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-04-01-02-02-20.wav,3.37,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-04-02-01-01-20.wav,3.77,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-04-02-01-02-20.wav,4.238,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-04-02-02-01-20.wav,3.804,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-04-02-02-02-20.wav,3.971,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-05-01-01-01-20.wav,3.237,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-05-01-01-02-20.wav,3.737,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-05-01-02-01-20.wav,3.67,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-05-01-02-02-20.wav,3.804,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-05-02-01-01-20.wav,4.137,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-05-02-01-02-20.wav,4.071,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-05-02-02-01-20.wav,4.404,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-05-02-02-02-20.wav,3.537,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-06-01-01-01-20.wav,3.804,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-06-01-01-02-20.wav,4.371,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-06-01-02-01-20.wav,3.937,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-06-01-02-02-20.wav,3.303,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-06-02-01-01-20.wav,4.238,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-06-02-01-02-20.wav,4.171,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-06-02-02-01-20.wav,3.871,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-06-02-02-02-20.wav,3.904,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-07-01-01-01-20.wav,3.871,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-07-01-01-02-20.wav,3.737,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-07-01-02-01-20.wav,3.637,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-07-01-02-02-20.wav,3.837,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-07-02-01-01-20.wav,4.104,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-07-02-01-02-20.wav,4.104,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-07-02-02-01-20.wav,4.738,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-07-02-02-02-20.wav,3.871,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-08-01-01-01-20.wav,3.237,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-08-01-01-02-20.wav,3.57,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-08-01-02-01-20.wav,3.136,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-08-01-02-02-20.wav,3.203,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-08-02-01-01-20.wav,3.737,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-08-02-01-02-20.wav,3.237,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-08-02-02-01-20.wav,3.537,surprise,RAVDESS
D:/Data/RAVDESS/Actor_20\03-01-08-02-02-02-20.wav,3.437,surprise,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-01-01-01-01-21.wav,3.837,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-01-01-01-02-21.wav,3.971,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-01-01-02-01-21.wav,3.604,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-01-01-02-02-21.wav,3.67,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-02-01-01-01-21.wav,4.037,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-02-01-01-02-21.wav,4.004,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-02-01-02-01-21.wav,3.804,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-02-01-02-02-21.wav,4.071,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-02-02-01-01-21.wav,4.004,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-02-02-01-02-21.wav,4.171,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-02-02-02-01-21.wav,4.137,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-02-02-02-02-21.wav,3.971,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-03-01-01-01-21.wav,3.837,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-03-01-01-02-21.wav,3.804,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-03-01-02-01-21.wav,3.704,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-03-01-02-02-21.wav,3.837,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-03-02-01-01-21.wav,3.804,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-03-02-01-02-21.wav,3.937,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-03-02-02-01-21.wav,3.67,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-03-02-02-02-21.wav,3.804,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-04-01-01-01-21.wav,4.304,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-04-01-01-02-21.wav,4.605,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-04-01-02-01-21.wav,4.071,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-04-01-02-02-21.wav,4.204,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-04-02-01-01-21.wav,4.171,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-04-02-01-02-21.wav,4.271,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-04-02-02-01-21.wav,4.271,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-04-02-02-02-21.wav,4.137,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-05-01-01-01-21.wav,4.137,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-05-01-01-02-21.wav,4.004,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-05-01-02-01-21.wav,4.071,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-05-01-02-02-21.wav,3.937,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-05-02-01-01-21.wav,4.371,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-05-02-01-02-21.wav,4.471,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-05-02-02-01-21.wav,4.104,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-05-02-02-02-21.wav,4.238,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-06-01-01-01-21.wav,3.67,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-06-01-01-02-21.wav,3.77,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-06-01-02-01-21.wav,3.971,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-06-01-02-02-21.wav,4.071,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-06-02-01-01-21.wav,3.971,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-06-02-01-02-21.wav,3.837,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-06-02-02-01-21.wav,3.77,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-06-02-02-02-21.wav,3.637,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-07-01-01-01-21.wav,3.804,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-07-01-01-02-21.wav,4.071,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-07-01-02-01-21.wav,3.637,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-07-01-02-02-21.wav,3.604,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-07-02-01-01-21.wav,4.071,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-07-02-01-02-21.wav,4.037,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-07-02-02-01-21.wav,4.171,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-07-02-02-02-21.wav,3.971,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-08-01-01-01-21.wav,3.503,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-08-01-01-02-21.wav,3.47,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-08-01-02-01-21.wav,3.47,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-08-01-02-02-21.wav,3.57,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-08-02-01-01-21.wav,3.637,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-08-02-01-02-21.wav,3.637,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-08-02-02-01-21.wav,3.47,sad,RAVDESS
D:/Data/RAVDESS/Actor_21\03-01-08-02-02-02-21.wav,3.537,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-01-01-01-01-22.wav,3.637,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-01-01-01-02-22.wav,3.437,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-01-01-02-01-22.wav,3.604,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-01-01-02-02-22.wav,3.537,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-02-01-01-01-22.wav,3.537,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-02-01-01-02-22.wav,3.57,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-02-01-02-01-22.wav,3.57,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-02-01-02-02-22.wav,3.537,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-02-02-01-01-22.wav,3.704,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-02-02-01-02-22.wav,3.837,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-02-02-02-01-22.wav,3.637,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-02-02-02-02-22.wav,3.77,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-03-01-01-01-22.wav,3.537,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-03-01-01-02-22.wav,3.437,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-03-01-02-01-22.wav,3.503,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-03-01-02-02-22.wav,3.503,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-03-02-01-01-22.wav,3.737,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-03-02-01-02-22.wav,3.837,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-03-02-02-01-22.wav,3.67,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-03-02-02-02-22.wav,3.937,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-04-01-01-01-22.wav,3.604,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-04-01-01-02-22.wav,3.704,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-04-01-02-01-22.wav,3.67,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-04-01-02-02-22.wav,3.704,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-04-02-01-01-22.wav,3.737,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-04-02-01-02-22.wav,3.637,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-04-02-02-01-22.wav,3.737,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-04-02-02-02-22.wav,3.837,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-05-01-01-01-22.wav,3.704,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-05-01-01-02-22.wav,3.737,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-05-01-02-01-22.wav,3.871,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-05-01-02-02-22.wav,4.037,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-05-02-01-01-22.wav,3.871,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-05-02-01-02-22.wav,3.904,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-05-02-02-01-22.wav,4.238,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-05-02-02-02-22.wav,4.204,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-06-01-01-01-22.wav,3.57,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-06-01-01-02-22.wav,3.604,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-06-01-02-01-22.wav,3.67,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-06-01-02-02-22.wav,3.537,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-06-02-01-01-22.wav,3.57,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-06-02-01-02-22.wav,3.57,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-06-02-02-01-22.wav,3.67,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-06-02-02-02-22.wav,3.604,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-07-01-01-01-22.wav,3.704,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-07-01-01-02-22.wav,3.904,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-07-01-02-01-22.wav,3.804,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-07-01-02-02-22.wav,3.837,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-07-02-01-01-22.wav,4.238,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-07-02-01-02-22.wav,4.171,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-07-02-02-01-22.wav,4.204,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-07-02-02-02-22.wav,4.104,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-08-01-01-01-22.wav,3.537,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-08-01-01-02-22.wav,3.57,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-08-01-02-01-22.wav,3.437,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-08-01-02-02-22.wav,3.604,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-08-02-01-01-22.wav,3.57,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-08-02-01-02-22.wav,3.737,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-08-02-02-01-22.wav,3.704,sad,RAVDESS
D:/Data/RAVDESS/Actor_22\03-01-08-02-02-02-22.wav,3.637,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-01-01-01-01-23.wav,3.804,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-01-01-01-02-23.wav,3.737,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-01-01-02-01-23.wav,3.67,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-01-01-02-02-23.wav,3.837,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-02-01-01-01-23.wav,3.971,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-02-01-01-02-23.wav,4.071,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-02-01-02-01-23.wav,4.171,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-02-01-02-02-23.wav,4.004,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-02-02-01-01-23.wav,4.605,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-02-02-01-02-23.wav,4.605,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-02-02-02-01-23.wav,4.104,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-02-02-02-02-23.wav,4.571,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-03-01-01-01-23.wav,3.337,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-03-01-01-02-23.wav,3.27,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-03-01-02-01-23.wav,3.237,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-03-01-02-02-23.wav,3.27,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-03-02-01-01-23.wav,3.237,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-03-02-01-02-23.wav,3.203,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-03-02-02-01-23.wav,3.237,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-03-02-02-02-23.wav,3.237,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-04-01-01-01-23.wav,3.604,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-04-01-01-02-23.wav,3.871,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-04-01-02-01-23.wav,3.57,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-04-01-02-02-23.wav,3.67,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-04-02-01-01-23.wav,4.271,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-04-02-01-02-23.wav,4.371,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-04-02-02-01-23.wav,3.937,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-04-02-02-02-23.wav,4.738,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-05-01-01-01-23.wav,3.303,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-05-01-01-02-23.wav,3.303,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-05-01-02-01-23.wav,3.27,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-05-01-02-02-23.wav,3.337,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-05-02-01-01-23.wav,3.403,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-05-02-01-02-23.wav,3.337,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-05-02-02-01-23.wav,3.237,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-05-02-02-02-23.wav,3.303,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-06-01-01-01-23.wav,3.437,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-06-01-01-02-23.wav,3.237,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-06-01-02-01-23.wav,3.136,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-06-01-02-02-23.wav,3.103,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-06-02-01-01-23.wav,3.57,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-06-02-01-02-23.wav,3.437,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-06-02-02-01-23.wav,3.57,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-06-02-02-02-23.wav,3.537,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-07-01-01-01-23.wav,3.57,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-07-01-01-02-23.wav,3.57,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-07-01-02-01-23.wav,3.47,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-07-01-02-02-23.wav,3.337,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-07-02-01-01-23.wav,4.071,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-07-02-01-02-23.wav,3.871,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-07-02-02-01-23.wav,3.737,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-07-02-02-02-23.wav,3.871,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-08-01-01-01-23.wav,3.27,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-08-01-01-02-23.wav,3.237,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-08-01-02-01-23.wav,3.303,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-08-01-02-02-23.wav,3.303,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-08-02-01-01-23.wav,3.503,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-08-02-01-02-23.wav,3.37,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-08-02-02-01-23.wav,3.337,sad,RAVDESS
D:/Data/RAVDESS/Actor_23\03-01-08-02-02-02-23.wav,3.303,sad,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-01-01-01-01-24.wav,3.704,sad,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-01-01-01-02-24.wav,3.637,sad,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-01-01-02-01-24.wav,3.637,sad,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-01-01-02-02-24.wav,3.604,sad,RAVDESS
