path,duration,emotion,dataset
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_germ_disgust.wav,2.571,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_get_disgust.wav,2.18,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_gin_disgust.wav,2.404,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_goal_disgust.wav,2.418,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_good_disgust.wav,2.433,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_goose_disgust.wav,2.339,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_gun_disgust.wav,2.477,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_half_disgust.wav,2.212,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_hall_disgust.wav,2.295,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_hash_disgust.wav,2.608,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_hate_disgust.wav,2.388,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_have_disgust.wav,2.462,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_haze_disgust.wav,2.359,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_hire_disgust.wav,2.077,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_hit_disgust.wav,2.37,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_hole_disgust.wav,2.372,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_home_disgust.wav,2.367,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_hurl_disgust.wav,2.268,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_hush_disgust.wav,2.554,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_jail_disgust.wav,2.542,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_jar_disgust.wav,2.423,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_join_disgust.wav,2.362,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_judge_disgust.wav,2.358,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_jug_disgust.wav,2.328,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_juice_disgust.wav,2.413,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_keen_disgust.wav,2.604,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_keep_disgust.wav,2.642,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_keg_disgust.wav,2.427,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_kick_disgust.wav,2.272,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_kill_disgust.wav,2.318,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_king_disgust.wav,2.264,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_kite_disgust.wav,2.194,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_knock_disgust.wav,2.443,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_late_disgust.wav,2.349,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_laud_disgust.wav,2.274,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_lean_disgust.wav,2.262,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_learn_disgust.wav,2.305,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_lease_disgust.wav,2.308,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_lid_disgust.wav,2.073,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_life_disgust.wav,2.438,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_limb_disgust.wav,2.481,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_live_disgust.wav,2.426,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_loaf_disgust.wav,2.61,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_long_disgust.wav,2.258,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_lore_disgust.wav,2.365,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_lose_disgust.wav,2.372,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_lot_disgust.wav,2.374,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_love_disgust.wav,2.374,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_luck_disgust.wav,2.221,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_make_disgust.wav,2.5,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_match_disgust.wav,2.462,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_merge_disgust.wav,2.453,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_mess_disgust.wav,2.495,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_met_disgust.wav,2.413,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_mill_disgust.wav,2.277,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_mob_disgust.wav,2.157,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_mode_disgust.wav,2.433,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_mood_disgust.wav,2.348,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_moon_disgust.wav,2.333,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_mop_disgust.wav,2.151,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_mouse_disgust.wav,2.347,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_nag_disgust.wav,2.331,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_name_disgust.wav,2.382,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_near_disgust.wav,2.136,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_neat_disgust.wav,2.386,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_nice_disgust.wav,2.501,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_note_disgust.wav,2.314,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_numb_disgust.wav,2.275,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_pad_disgust.wav,2.141,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_page_disgust.wav,2.512,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_pain_disgust.wav,2.313,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_pass_disgust.wav,2.257,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_pearl_disgust.wav,2.438,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_peg_disgust.wav,2.276,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_perch_disgust.wav,2.571,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_phone_disgust.wav,2.299,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_pick_disgust.wav,2.256,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_pike_disgust.wav,2.422,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_pole_disgust.wav,2.278,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_pool_disgust.wav,2.272,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_puff_disgust.wav,2.377,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_rag_disgust.wav,2.361,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_raid_disgust.wav,2.442,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_rain_disgust.wav,2.318,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_raise_disgust.wav,2.711,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_rat_disgust.wav,2.234,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_reach_disgust.wav,2.679,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_read_disgust.wav,2.175,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_red_disgust.wav,2.245,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_ring_disgust.wav,2.299,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_ripe_disgust.wav,2.267,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_road_disgust.wav,2.174,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_room_disgust.wav,2.317,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_rose_disgust.wav,2.666,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_rot_disgust.wav,2.13,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_rough_disgust.wav,2.561,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_rush_disgust.wav,2.311,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_said_disgust.wav,2.229,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_sail_disgust.wav,2.609,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_search_disgust.wav,2.312,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_seize_disgust.wav,2.524,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_sell_disgust.wav,2.508,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_shack_disgust.wav,2.388,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_shall_disgust.wav,2.306,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_shawl_disgust.wav,2.397,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_sheep_disgust.wav,2.207,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_shirt_disgust.wav,2.519,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_should_disgust.wav,2.298,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_shout_disgust.wav,2.484,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_size_disgust.wav,2.505,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_soap_disgust.wav,2.414,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_soup_disgust.wav,2.37,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_sour_disgust.wav,2.198,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_south_disgust.wav,2.753,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_sub_disgust.wav,2.372,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_such_disgust.wav,2.436,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_sure_disgust.wav,2.271,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_take_disgust.wav,2.355,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_talk_disgust.wav,2.19,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_tape_disgust.wav,2.394,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_team_disgust.wav,2.45,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_tell_disgust.wav,2.161,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_thin_disgust.wav,2.21,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_third_disgust.wav,2.306,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_thought_disgust.wav,2.231,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_thumb_disgust.wav,2.186,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_time_disgust.wav,2.228,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_tip_disgust.wav,2.326,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_tire_disgust.wav,2.512,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_ton_disgust.wav,2.267,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_tool_disgust.wav,2.257,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_tough_disgust.wav,2.257,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_turn_disgust.wav,2.326,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_vine_disgust.wav,2.394,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_voice_disgust.wav,2.493,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_void_disgust.wav,2.236,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_vote_disgust.wav,2.484,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_wag_disgust.wav,2.351,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_walk_disgust.wav,2.388,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_wash_disgust.wav,2.415,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_week_disgust.wav,2.467,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_wheat_disgust.wav,2.018,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_when_disgust.wav,2.427,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_which_disgust.wav,2.44,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_whip_disgust.wav,2.4,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_white_disgust.wav,2.404,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_wife_disgust.wav,2.483,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_wire_disgust.wav,2.26,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_witch_disgust.wav,2.45,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_yearn_disgust.wav,2.389,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_yes_disgust.wav,2.581,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_young_disgust.wav,2.163,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_disgust\OAF_youth_disgust.wav,2.212,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_back_fear.wav,1.727,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_bar_fear.wav,1.69,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_base_fear.wav,1.869,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_bath_fear.wav,1.775,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_bean_fear.wav,1.605,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_beg_fear.wav,1.664,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_bite_fear.wav,1.308,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_boat_fear.wav,1.515,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_bone_fear.wav,1.387,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_book_fear.wav,1.448,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_bought_fear.wav,1.403,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_burn_fear.wav,1.454,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_cab_fear.wav,1.658,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_calm_fear.wav,1.458,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_came_fear.wav,1.573,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_cause_fear.wav,1.694,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_chain_fear.wav,1.424,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_chair_fear.wav,1.687,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_chalk_fear.wav,1.58,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_chat_fear.wav,1.682,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_check_fear.wav,1.451,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_cheek_fear.wav,1.709,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_chief_fear.wav,1.73,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_choice_fear.wav,1.656,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_cool_fear.wav,1.605,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_dab_fear.wav,1.496,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_date_fear.wav,1.578,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_dead_fear.wav,1.502,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_death_fear.wav,1.456,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_deep_fear.wav,1.616,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_dime_fear.wav,1.601,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_dip_fear.wav,1.396,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_ditch_fear.wav,1.803,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_dodge_fear.wav,1.836,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_dog_fear.wav,1.48,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_doll_fear.wav,1.675,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_door_fear.wav,1.498,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_fail_fear.wav,1.556,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_fall_fear.wav,1.585,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_far_fear.wav,1.596,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_fat_fear.wav,1.601,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_fit_fear.wav,1.584,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_five_fear.wav,1.711,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_food_fear.wav,1.512,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_gap_fear.wav,1.688,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_gas_fear.wav,1.557,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_gaze_fear.wav,1.683,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_germ_fear.wav,1.657,fear,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_Fear\OAF_get_fear.wav,1.298,fear,TESS
